NC_028949	Hordeum vulgare alphaendornavirus
NC_028989	Pepper yellow leaf curl Thailand virus
NC_028921	Thelephora terrestris virus 1
NC_028973	Bocaparvovirus lagomorph1
NC_028981	Tupaia hepatovirus A
NC_028970	Avisivirus Pf-CHK1/AsV
NC_028964	Gallivirus Pf-CHK1/GV
NC_028806	Swine enteric coronavirus
NC_029034	Colombian potato soil-borne virus
NC_029037	Colombian potato soil-borne virus
NC_029035	Colombian potato soil-borne virus
NC_028948	Penicillium aurantiogriseum totivirus 1
NC_028994	Gokushovirinae GNX3R
NC_028993	Gokushovirinae GAIR4
NC_029014	Parabacteroides phage YZ-2015b
NC_029012	Parabacteroides phage YZ-2015a
NC_028867	Fox fecal rhabdovirus
NC_028824	BtRf-AlphaCoV/YN2012
NC_028814	BtRf-AlphaCoV/HuB2013
NC_028833	BtNv-AlphaCoV/SC2013
NC_028811	BtMr-AlphaCoV/SAX2011
NC_029038	Currant latent virus
NC_029036	Currant latent virus
NC_028985	Okra leaf curl Oman virus
NC_029051	Jasmine virus T
NC_029132	Macropodid alphaherpesvirus 1
NC_029053	Kafue kinda chacma baboon virus
NC_029052	Goose dicistrovirus
NC_029109	Ctenophore-associated circular virus 2
NC_029108	Ctenophore-associated circular virus 1
NC_029096	Panax notoginseng virus A
NC_029095	Erysiphe cichoracearum alphaendornavirus
NC_029064	Cucumis melo alphaendornavirus
NC_029117	Turnip leaf roll virus
NC_029105	Pavonia yellow mosaic virus
NC_037611	Pavonia yellow mosaic virus
NC_029125	Rosellinia necatrix megabirnavirus 2-W8
NC_029126	Rosellinia necatrix megabirnavirus 2-W8
NC_029089	Elderberry carlavirus E
NC_029088	Elderberry carlavirus D
NC_029087	Elderberry carlavirus C
NC_029086	Elderberry carlavirus B
NC_029085	Elderberry carlavirus A
NC_029082	Arrabida virus
NC_037616	Arrabida virus
NC_037617	Arrabida virus
NC_029063	Nectarine marafivirus M
NC_029128	Adana virus
NC_029129	Adana virus
NC_029127	Adana virus
NC_029076	Iris severe mosaic virus
NC_029115	Ctenophore-associated circular genome 4
NC_029114	Ctenophore-associated circular genome 3
NC_029112	Ctenophore-associated circular genome 1
NC_029111	Ctenophore-associated circular virus 4
NC_029110	Ctenophore-associated circular virus 3
NC_029133	Rat bocavirus
NC_029131	Delisea pulchra RNA virus
NC_029300	Bat bocavirus
NC_029303	Blackberry virus F
NC_029301	Currant virus A
NC_029302	Piscine myocarditis-like virus
NC_029311	Leporid alphaherpesvirus 4
NC_029312	Camponotus nipponicus virus
NC_029313	Bhindi yellow vein alphasatellite
NC_024910	Cimodo virus
NC_024911	Cimodo virus
NC_024912	Cimodo virus
NC_024914	Cimodo virus
NC_024916	Cimodo virus
NC_024917	Cimodo virus
NC_024918	Cimodo virus
NC_024919	Cimodo virus
NC_024920	Cimodo virus
NC_023420	Cimodo virus
NC_024913	Cimodo virus
NC_024915	Cimodo virus
NC_023422	Caprine kobuvirus
NC_029306	Marine RNA virus PAL128
NC_029307	Marine RNA virus PAL156
NC_029309	Marine RNA virus PAL473
NC_033620	Murine roseolovirus
NC_033618	Pea leaf distortion betasatellite
NC_033619	Helicoverpa armigera iflavirus
NC_033776	Bat sapovirus
NC_033781	Human papillomavirus 156
NC_033783	Orbivirus SX-2017a
NC_033785	Orbivirus SX-2017a
